dates,distance,parcel_size,parcel_weights,traffic_levels,weather_conditions,sequence_in_delivery,delivery_time_window
2023-10-27,28.11,small,15.59,medium,sunny,39.0,morning
2024-01-01,14.0,medium,35.74,medium,rainy,71.0,afternoon
2024-08-10,82.1,medium,7.78,high,sunny,90.0,afternoon
2024-08-13,99.62,small,34.97,medium,sunny,73.0,afternoon
2024-06-18,33.62,large,5.14,medium,sunny,36.0,morning
2024-01-31,38.78,medium,34.14,low,sunny,85.0,afternoon
2024-03-19,62.19,large,39.26,high,sunny,46.0,afternoon
2024-07-25,72.13,large,45.15,high,rainy,67.0,afternoon
2024-06-25,39.81,medium,41.59,low,sunny,6.0,morning
2024-06-04,90.59,small,32.15,low,sunny,72.0,afternoon
2023-11-02,56.44,large,39.49,high,snowy,39.0,afternoon
2024-06-02,45.59,small,36.08,low,rainy,22.0,morning
2023-11-21,65.02,large,23.93,medium,rainy,6.0,morning
2023-12-17,95.33,medium,39.45,high,rainy,10.0,morning
2024-05-31,79.66,large,0.76,medium,rainy,60.0,afternoon
2023-12-30,4.96,small,40.31,high,sunny,15.0,morning
2023-11-27,33.9,small,46.24,low,rainy,96.0,afternoon
2024-03-05,47.58,large,45.73,medium,snowy,29.0,afternoon
2023-10-30,32.14,large,49.93,low,rainy,,morning
2024-03-18,70.32,large,14.3,low,sunny,49.0,afternoon
2024-05-08,82.8,medium,7.27,medium,sunny,32.0,afternoon
2023-10-21,73.4,small,24.88,high,sunny,90.0,afternoon
2024-03-03,98.94,large,17.45,medium,foggy,81.0,afternoon
2024-04-14,27.98,small,23.13,high,rainy,18.0,morning
2023-12-13,87.62,small,18.46,low,foggy,83.0,afternoon
2024-04-28,76.9,small,42.82,medium,sunny,11.0,morning
2023-12-26,36.86,small,27.36,medium,sunny,50.0,afternoon
2024-07-16,73.68,large,39.75,low,sunny,29.0,morning
2024-08-25,11.3,small,15.26,low,snowy,26.0,morning
2023-12-03,79.14,small,20.04,high,sunny,69.0,afternoon
2024-01-24,53.7,medium,14.68,low,rainy,87.0,afternoon
2024-01-12,29.94,large,48.59,high,rainy,27.0,afternoon
2024-04-15,65.92,small,22.55,low,sunny,39.0,morning
2023-11-25,64.52,small,20.78,low,foggy,46.0,morning
2024-07-05,21.74,large,42.07,medium,rainy,9.0,morning
2024-01-30,4.01,large,37.98,low,sunny,67.0,afternoon
2023-12-07,43.93,small,46.06,medium,foggy,54.0,afternoon
2024-04-24,57.38,medium,37.84,high,rainy,90.0,evening
2024-07-29,87.78,medium,17.68,low,sunny,7.0,morning
2024-08-09,92.89,large,15.44,high,rainy,7.0,morning
2023-11-07,53.35,large,34.39,medium,rainy,63.0,afternoon
2024-05-16,75.63,medium,6.92,low,foggy,52.0,afternoon
2023-10-19,44.49,medium,4.9,low,sunny,3.0,morning
2024-09-12,74.86,medium,39.83,medium,sunny,15.0,morning
2023-10-26,21.28,medium,31.98,low,foggy,82.0,afternoon
2024-05-29,37.74,medium,11.33,low,rainy,29.0,morning
2023-12-31,63.79,large,33.64,medium,sunny,31.0,morning
2024-07-22,2.8,large,15.82,low,sunny,52.0,morning
2024-01-23,72.52,large,14.57,high,sunny,80.0,evening
2023-11-01,83.72,large,14.03,low,sunny,95.0,afternoon
2023-10-03,40.52,small,25.59,low,sunny,2.0,morning
2024-08-28,45.35,medium,47.1,high,sunny,32.0,afternoon
2024-09-17,85.28,medium,47.45,medium,rainy,50.0,afternoon
2024-02-13,77.79,large,27.55,low,foggy,61.0,afternoon
2023-10-01,29.53,medium,43.49,medium,foggy,72.0,afternoon
2023-10-14,33.07,small,25.51,high,rainy,24.0,morning
2024-03-21,68.21,small,24.86,high,sunny,22.0,afternoon
2024-08-13,56.76,small,2.39,low,rainy,38.0,morning
2024-05-20,17.06,large,37.38,low,snowy,60.0,afternoon
2023-12-27,31.68,medium,32.04,high,rainy,7.0,afternoon
2024-09-09,90.1,small,18.67,low,rainy,6.0,morning
2024-08-16,69.13,small,7.78,low,sunny,9.0,morning
2024-09-03,98.61,medium,49.52,high,rainy,68.0,evening
2023-10-26,76.93,medium,40.93,medium,sunny,12.0,morning
2023-10-07,94.26,small,31.55,high,rainy,35.0,afternoon
2023-10-19,22.4,small,1.32,medium,rainy,66.0,afternoon
2024-01-05,77.38,medium,43.55,low,sunny,23.0,morning
2023-12-23,3.0,large,30.69,low,rainy,60.0,morning
2024-07-14,67.41,medium,8.32,high,sunny,25.0,morning
2024-03-28,47.46,large,40.8,medium,snowy,13.0,afternoon
2023-11-14,35.33,small,30.38,low,snowy,14.0,morning
2024-07-26,86.38,large,26.78,medium,sunny,75.0,afternoon
2024-02-23,85.57,large,7.43,high,rainy,55.0,afternoon
2024-01-20,3.21,small,13.11,high,sunny,79.0,afternoon
2024-01-01,61.34,small,34.68,low,sunny,61.0,morning
2024-09-14,37.42,large,17.83,low,sunny,6.0,morning
2024-09-13,42.15,medium,17.65,low,rainy,43.0,afternoon
2024-09-06,83.37,medium,9.42,low,rainy,87.0,afternoon
2024-05-19,31.67,small,10.69,low,sunny,39.0,morning
2023-12-19,94.36,small,33.88,high,rainy,88.0,evening
2024-05-20,18.78,medium,46.13,low,rainy,35.0,morning
2024-03-03,66.61,medium,3.19,low,rainy,71.0,afternoon
2024-05-11,67.54,small,24.87,low,sunny,83.0,afternoon
2024-01-18,25.97,medium,47.83,medium,sunny,85.0,afternoon
2023-12-04,33.15,large,26.99,medium,rainy,85.0,evening
2024-02-04,83.65,small,21.46,high,sunny,16.0,morning
2023-12-12,76.42,large,14.87,low,sunny,46.0,morning
2023-10-02,33.58,large,37.85,medium,rainy,1.0,morning
2023-12-23,53.86,large,44.81,high,rainy,5.0,morning
2024-02-03,7.11,large,49.5,high,rainy,22.0,morning
2023-10-11,21.67,medium,15.79,low,snowy,28.0,afternoon
2023-12-16,49.1,small,6.8,medium,sunny,18.0,morning
2023-12-02,9.51,medium,36.32,high,snowy,44.0,afternoon
2024-05-21,84.49,large,41.63,low,sunny,17.0,morning
2024-08-18,72.08,large,43.71,low,snowy,4.0,morning
2024-01-04,94.42,large,30.41,medium,sunny,62.0,afternoon
2024-02-20,69.65,large,48.04,low,rainy,10.0,morning
2024-06-12,94.1,small,6.05,high,rainy,89.0,evening
2024-08-26,55.9,small,15.74,low,foggy,55.0,afternoon
2024-09-06,60.42,small,15.34,low,sunny,40.0,morning
2023-10-20,97.72,large,20.24,low,snowy,78.0,afternoon
2024-04-24,64.57,large,37.67,medium,sunny,32.0,afternoon
2024-01-30,4.05,small,1.5,high,snowy,7.0,morning
2023-11-13,72.66,small,1.36,high,sunny,37.0,afternoon
2024-09-14,90.64,small,7.29,medium,sunny,40.0,afternoon
2024-06-21,79.76,medium,9.69,low,sunny,41.0,morning
2024-07-05,58.8,large,49.46,medium,sunny,36.0,afternoon
2023-11-13,67.46,small,13.27,low,sunny,81.0,afternoon
2024-08-19,99.03,small,23.15,high,rainy,44.0,afternoon
2024-01-08,9.98,large,1.94,medium,sunny,72.0,afternoon
2024-03-13,67.06,medium,46.56,low,sunny,34.0,morning
2024-03-11,29.06,large,2.83,medium,foggy,3.0,morning
2024-02-27,64.37,small,45.16,low,sunny,79.0,afternoon
2023-11-15,61.15,small,10.41,medium,snowy,79.0,evening
2024-03-26,16.19,medium,45.49,low,sunny,11.0,morning
2024-09-16,21.47,medium,16.87,low,sunny,16.0,morning
2024-06-06,62.54,large,24.1,low,sunny,48.0,afternoon
2024-03-18,13.69,small,35.69,medium,snowy,70.0,evening
2024-03-25,27.25,medium,37.29,medium,sunny,87.0,afternoon
2024-05-04,83.69,small,2.18,medium,sunny,24.0,morning
2024-02-28,33.38,medium,1.46,low,foggy,90.0,afternoon
2024-08-27,49.32,medium,16.42,medium,rainy,40.0,afternoon
2023-12-29,94.17,small,25.82,medium,sunny,65.0,afternoon
2024-07-26,23.49,small,43.73,medium,rainy,95.0,evening
2023-12-30,39.57,large,9.46,low,sunny,57.0,morning
2024-05-21,61.04,large,18.95,high,rainy,28.0,afternoon
2023-11-30,75.78,large,22.05,low,sunny,45.0,morning
2024-01-01,90.26,small,24.64,low,rainy,29.0,morning
2024-01-14,91.63,medium,35.39,high,sunny,58.0,morning
2024-06-17,77.89,large,45.54,low,foggy,95.0,afternoon
2023-12-04,23.6,small,6.89,high,foggy,26.0,afternoon
2024-01-25,3.46,large,23.78,high,sunny,20.0,morning
2024-05-11,38.99,large,49.25,low,rainy,46.0,morning
2024-04-16,15.01,large,30.16,low,foggy,72.0,afternoon
2024-08-16,71.33,medium,42.51,low,snowy,97.0,evening
2023-10-30,66.45,small,44.54,low,foggy,66.0,afternoon
2024-08-16,5.35,medium,4.02,low,foggy,84.0,afternoon
2024-08-07,83.82,large,24.31,medium,snowy,57.0,afternoon
2024-07-23,25.63,large,48.11,medium,sunny,68.0,afternoon
2024-07-05,43.79,medium,7.89,low,rainy,13.0,morning
2024-05-08,67.13,large,9.83,high,sunny,69.0,afternoon
2023-12-08,43.51,large,25.55,high,rainy,60.0,afternoon
2023-12-06,44.69,medium,7.09,low,rainy,87.0,afternoon
2024-06-26,7.5,small,43.07,medium,rainy,86.0,afternoon
2023-12-04,40.74,large,38.26,low,sunny,66.0,afternoon
2023-10-31,76.72,large,42.55,low,sunny,30.0,morning
2024-04-22,91.6,small,20.56,medium,snowy,60.0,evening
2024-08-24,41.94,medium,32.52,medium,snowy,81.0,afternoon
2024-06-19,42.93,medium,16.69,high,rainy,6.0,morning
2023-09-27,70.56,large,3.63,low,rainy,43.0,morning
2024-07-26,94.33,large,38.85,medium,rainy,23.0,morning
2024-08-24,27.44,medium,48.6,high,sunny,25.0,morning
2023-10-09,44.57,large,14.65,low,sunny,90.0,afternoon
2024-04-28,79.8,medium,14.74,low,snowy,45.0,afternoon
2023-12-06,61.36,medium,10.72,low,snowy,49.0,afternoon
2024-08-06,11.95,medium,21.62,high,rainy,47.0,afternoon
2024-08-06,63.15,large,19.1,high,sunny,36.0,afternoon
2024-02-14,19.49,medium,44.3,low,foggy,1.0,morning
2024-08-18,51.51,small,39.62,medium,sunny,39.0,afternoon
2024-04-26,53.38,small,44.09,high,rainy,29.0,afternoon
2023-12-10,87.74,medium,46.01,medium,snowy,50.0,afternoon
2024-04-21,46.79,small,34.12,medium,foggy,44.0,morning
2024-07-08,28.66,medium,32.35,high,sunny,82.0,evening
2024-01-18,23.87,large,23.57,medium,rainy,17.0,morning
2024-07-27,87.55,large,4.6,low,sunny,82.0,afternoon
2024-08-05,17.93,large,22.59,low,sunny,61.0,afternoon
2024-08-18,43.16,medium,18.45,low,sunny,78.0,morning
2024-08-02,19.53,medium,19.23,low,sunny,89.0,afternoon
2024-09-09,77.56,small,25.32,low,sunny,34.0,morning
2024-03-06,47.96,small,26.6,low,sunny,49.0,morning
2024-06-23,35.76,large,11.19,low,sunny,50.0,morning
2023-12-17,36.75,medium,14.1,low,rainy,5.0,morning
2023-10-27,85.37,small,10.56,low,sunny,3.0,morning
2023-10-30,55.82,large,36.95,low,rainy,62.0,afternoon
2023-10-25,72.07,medium,48.24,low,sunny,67.0,afternoon
2024-06-26,89.81,small,12.61,low,sunny,64.0,morning
2024-07-02,90.27,small,43.25,medium,rainy,81.0,afternoon
2024-01-21,33.52,small,36.65,low,rainy,22.0,morning
2023-12-04,95.29,small,15.66,medium,rainy,24.0,afternoon
2024-06-14,3.46,large,26.48,low,snowy,17.0,morning
2024-03-07,38.31,large,30.69,low,sunny,56.0,morning
2024-08-25,89.68,small,38.69,low,snowy,87.0,afternoon
2024-01-12,28.19,medium,27.45,low,sunny,95.0,afternoon
2024-05-30,28.04,medium,32.96,low,foggy,53.0,morning
2024-03-19,30.96,medium,16.37,medium,sunny,82.0,afternoon
2024-07-08,61.62,large,6.6,medium,snowy,85.0,evening
2023-12-19,44.39,medium,3.47,low,sunny,30.0,morning
2024-04-02,72.95,medium,14.95,low,sunny,16.0,morning
2024-04-18,89.6,medium,33.55,low,sunny,15.0,morning
2024-08-24,67.75,medium,4.91,medium,rainy,87.0,afternoon
2024-05-29,21.24,large,37.07,medium,sunny,49.0,afternoon
2024-05-23,93.34,medium,20.66,low,sunny,77.0,afternoon
2023-11-27,27.18,small,23.67,low,sunny,58.0,afternoon
2024-04-14,15.84,large,11.04,low,sunny,40.0,morning
2023-10-01,9.91,medium,35.02,low,rainy,59.0,morning
2024-06-08,56.77,small,48.54,medium,sunny,89.0,afternoon
2023-12-20,12.26,large,20.35,low,sunny,27.0,morning
2023-11-02,14.74,small,6.22,low,sunny,94.0,afternoon
2024-08-04,30.7,medium,1.35,medium,snowy,6.0,morning
2024-05-19,28.88,medium,43.38,medium,sunny,57.0,morning
2024-03-10,60.82,medium,35.41,medium,sunny,40.0,morning
2024-06-24,81.86,small,42.4,medium,sunny,97.0,evening
2023-09-27,76.37,large,19.94,high,sunny,17.0,afternoon
2023-12-01,26.99,small,31.85,low,sunny,23.0,morning
2024-08-21,25.29,small,19.7,high,rainy,41.0,afternoon
2024-04-05,96.61,small,16.77,high,sunny,70.0,evening
2023-12-03,1.82,medium,29.72,high,sunny,83.0,afternoon
2024-06-05,88.09,small,11.31,medium,sunny,90.0,afternoon
2023-11-10,20.77,small,36.58,medium,sunny,29.0,morning
2023-09-30,94.78,small,31.87,low,snowy,51.0,afternoon
2024-05-04,34.89,large,20.62,high,foggy,12.0,morning
2023-10-09,44.59,small,14.62,low,rainy,12.0,morning
2023-12-20,71.0,small,18.31,high,sunny,7.0,afternoon
2024-03-25,59.18,medium,15.92,low,foggy,81.0,afternoon
2024-02-17,32.48,small,18.39,medium,sunny,61.0,afternoon
2024-05-27,55.83,small,1.29,high,foggy,33.0,afternoon
2024-01-09,73.34,medium,17.35,medium,rainy,51.0,afternoon
2024-03-25,5.19,small,27.27,low,rainy,49.0,morning
2024-07-13,2.11,small,24.38,medium,snowy,83.0,afternoon
2024-02-08,46.35,large,7.49,low,foggy,10.0,morning
2024-08-24,14.05,large,47.37,medium,sunny,8.0,morning
2024-08-28,66.77,small,9.63,medium,rainy,83.0,evening
2023-11-05,22.19,large,29.11,low,sunny,49.0,morning
2024-06-16,43.85,small,18.88,medium,foggy,69.0,afternoon
2024-03-12,20.57,large,33.83,medium,rainy,48.0,afternoon
2023-12-21,55.3,small,22.07,low,sunny,21.0,morning
2023-09-27,12.49,large,2.53,low,sunny,16.0,morning
2024-02-10,3.29,small,31.87,medium,snowy,8.0,morning
2024-08-03,6.06,medium,46.32,high,snowy,89.0,afternoon
2023-11-19,95.47,medium,43.54,medium,sunny,67.0,afternoon
2024-05-24,15.09,small,16.75,medium,sunny,65.0,afternoon
2024-04-01,71.14,large,16.59,medium,sunny,4.0,morning
2024-01-25,7.72,medium,29.59,low,sunny,68.0,afternoon
2023-12-26,11.71,large,10.24,low,sunny,58.0,morning
2024-04-23,51.38,large,31.57,high,sunny,24.0,afternoon
2023-09-27,47.02,medium,40.16,low,foggy,13.0,morning
2023-09-23,95.21,medium,10.57,medium,foggy,25.0,afternoon
2024-06-19,94.54,large,47.92,low,rainy,72.0,afternoon
2023-12-20,78.18,small,25.41,low,sunny,43.0,morning
2024-04-30,60.61,medium,11.28,low,sunny,53.0,afternoon
2024-08-22,46.04,small,3.81,low,rainy,17.0,morning
2024-03-24,36.26,small,14.68,low,foggy,5.0,morning
2023-11-14,94.76,medium,23.94,medium,foggy,37.0,afternoon
2024-03-24,60.69,small,24.19,medium,snowy,47.0,afternoon
2023-12-23,58.33,small,10.62,low,sunny,62.0,morning
2023-10-14,23.96,small,13.28,high,sunny,45.0,afternoon
2024-07-22,5.62,small,34.08,low,sunny,6.0,morning
2024-04-27,94.57,large,38.85,low,rainy,12.0,morning
2024-05-15,32.06,small,5.83,medium,sunny,2.0,morning
2024-06-22,44.82,small,33.46,low,sunny,51.0,morning
2023-10-06,12.35,small,45.86,low,sunny,61.0,morning
2024-01-15,83.86,small,2.24,medium,rainy,56.0,afternoon
2023-09-24,3.74,large,30.85,low,foggy,58.0,morning
2023-12-16,83.57,large,29.34,medium,rainy,74.0,afternoon
2023-12-23,14.89,large,12.17,medium,sunny,91.0,afternoon
2023-09-23,88.77,medium,41.33,low,rainy,70.0,morning
2024-09-18,73.25,medium,0.82,high,sunny,32.0,afternoon
2024-07-26,17.3,large,46.49,low,rainy,83.0,afternoon
2024-06-07,57.02,medium,30.11,low,sunny,58.0,afternoon
2023-10-21,31.95,large,24.8,low,foggy,81.0,afternoon
2023-12-13,18.65,small,37.14,low,rainy,38.0,morning
2024-03-03,86.06,large,47.14,high,sunny,72.0,afternoon
2024-05-09,40.95,large,41.18,low,rainy,5.0,morning
2024-01-14,40.46,medium,28.6,high,sunny,93.0,evening
2024-04-06,17.82,large,6.74,medium,foggy,66.0,afternoon
2024-09-09,38.92,small,19.34,medium,rainy,90.0,afternoon
2024-06-06,87.29,large,43.72,low,sunny,51.0,afternoon
2023-10-17,36.95,large,42.64,low,sunny,28.0,morning
2024-07-25,95.21,large,21.28,medium,rainy,61.0,afternoon
2024-07-06,94.68,large,23.92,medium,sunny,73.0,afternoon
2024-06-12,15.34,medium,34.37,high,foggy,21.0,afternoon
2024-01-08,18.55,medium,22.25,medium,sunny,81.0,afternoon
2024-09-18,86.4,medium,4.93,low,snowy,22.0,afternoon
2023-11-11,39.88,large,36.61,medium,rainy,83.0,afternoon
2024-06-26,1.43,small,32.67,medium,rainy,21.0,morning
2024-06-02,28.11,medium,10.33,medium,sunny,28.0,morning
2024-02-25,60.17,small,40.24,low,foggy,11.0,morning
2024-08-07,80.13,medium,40.92,low,sunny,24.0,morning
2024-03-02,14.21,small,12.73,high,sunny,77.0,afternoon
2024-04-05,11.94,large,7.5,low,sunny,32.0,morning
2023-09-29,92.29,large,10.22,low,rainy,92.0,afternoon
2024-06-04,75.36,medium,24.91,low,foggy,38.0,morning
2023-11-22,59.39,small,16.31,medium,rainy,17.0,morning
2023-12-10,77.15,large,33.83,low,sunny,57.0,morning
2024-01-26,43.46,large,26.3,high,rainy,26.0,afternoon
2024-05-02,76.09,large,33.72,low,sunny,98.0,afternoon
2024-01-06,37.81,medium,11.43,low,sunny,98.0,afternoon
2024-09-07,25.17,small,29.76,low,rainy,61.0,morning
2024-06-14,73.17,medium,44.22,high,foggy,47.0,afternoon
2024-01-04,42.55,small,29.39,medium,sunny,91.0,afternoon
2024-03-04,98.16,medium,34.6,low,rainy,95.0,afternoon
2023-11-18,35.6,large,47.54,low,sunny,4.0,morning
2024-04-18,92.25,small,44.38,low,sunny,27.0,morning
2024-09-11,93.36,medium,11.64,low,sunny,20.0,morning
2024-04-05,24.94,large,40.91,medium,sunny,8.0,morning
2023-09-22,80.02,large,49.01,medium,sunny,75.0,afternoon
2023-12-05,43.87,small,39.54,medium,snowy,80.0,evening
2023-10-27,91.83,medium,6.87,low,snowy,57.0,afternoon
2024-08-22,45.56,large,31.2,medium,snowy,16.0,afternoon
2024-02-18,74.69,small,32.81,medium,rainy,18.0,morning
2024-09-13,47.23,small,7.8,low,snowy,66.0,afternoon
2023-10-19,23.55,large,27.98,low,rainy,21.0,morning
2024-07-22,20.74,medium,46.2,low,sunny,29.0,morning
2024-07-28,43.12,small,15.12,low,sunny,50.0,morning
2024-07-13,75.79,large,40.47,medium,rainy,94.0,afternoon
2024-07-31,60.9,large,32.35,medium,rainy,78.0,evening
2024-05-14,69.17,large,33.89,low,sunny,55.0,morning
2024-08-28,28.95,medium,15.33,low,foggy,63.0,afternoon
2023-11-05,48.66,medium,37.97,high,rainy,84.0,afternoon
2023-10-31,5.4,small,32.02,low,rainy,28.0,morning
2024-07-11,81.94,small,26.44,high,foggy,92.0,evening
2024-01-16,99.0,large,24.78,low,sunny,34.0,morning
2024-02-20,41.28,small,15.69,high,rainy,65.0,afternoon
2024-05-17,2.09,large,10.51,medium,sunny,16.0,morning
2024-04-02,17.81,small,38.47,low,sunny,79.0,afternoon
2023-10-11,65.6,medium,10.37,low,foggy,61.0,afternoon
2023-12-03,61.6,medium,8.79,low,sunny,10.0,morning
2024-03-31,79.0,large,42.63,medium,rainy,67.0,afternoon
2024-07-04,26.13,small,4.46,low,sunny,16.0,morning
2024-01-29,76.6,small,8.09,high,rainy,87.0,evening
2024-02-27,69.11,small,5.01,low,snowy,46.0,afternoon
2023-10-05,32.96,large,47.93,low,sunny,26.0,morning
2024-05-23,55.0,small,5.69,high,rainy,96.0,evening
2024-06-07,15.58,medium,0.8,high,sunny,27.0,afternoon
2024-01-27,45.8,small,30.81,medium,foggy,29.0,afternoon
2024-08-07,88.24,medium,35.82,medium,sunny,59.0,afternoon
2024-04-11,42.7,small,9.29,low,rainy,96.0,afternoon
2024-05-27,84.12,large,17.77,high,rainy,94.0,evening
2024-06-07,59.44,large,15.84,low,snowy,81.0,afternoon
2024-01-02,20.0,small,36.33,medium,sunny,55.0,afternoon
2023-11-02,58.53,small,20.01,low,rainy,27.0,morning
2023-11-20,51.09,medium,26.66,medium,rainy,26.0,afternoon
2024-01-31,40.47,large,38.93,medium,rainy,26.0,afternoon
2024-04-21,12.84,small,24.92,high,sunny,57.0,afternoon
2024-09-08,42.25,large,36.42,medium,sunny,18.0,morning
2024-04-15,8.2,large,28.55,low,sunny,88.0,afternoon
2024-06-25,10.78,small,35.78,medium,foggy,4.0,morning
2024-07-24,42.18,small,4.99,low,sunny,67.0,afternoon
2024-08-23,31.23,small,48.92,high,rainy,72.0,afternoon
2024-04-11,92.63,small,4.8,low,rainy,7.0,morning
2024-05-16,38.19,medium,31.99,medium,rainy,70.0,afternoon
2024-07-02,76.03,small,1.65,low,rainy,9.0,morning
2024-02-18,53.49,medium,26.1,high,foggy,27.0,afternoon
2024-06-07,70.7,small,5.25,low,snowy,91.0,evening
2023-09-29,26.75,large,4.95,low,sunny,41.0,morning
2024-09-14,94.25,small,14.6,low,foggy,6.0,morning
2023-12-18,53.48,medium,12.46,medium,sunny,17.0,morning
2024-01-16,83.3,small,7.27,medium,rainy,60.0,afternoon
2024-06-12,37.14,small,29.17,high,sunny,59.0,afternoon
2024-07-08,10.92,large,44.33,low,foggy,72.0,afternoon
2024-01-28,,large,45.91,medium,foggy,28.0,morning
2024-01-28,1.77,medium,14.87,low,sunny,99.0,afternoon
2024-01-07,48.05,small,43.3,medium,sunny,10.0,morning
2024-04-16,20.09,small,48.39,low,rainy,68.0,afternoon
2024-02-20,63.11,large,15.95,high,foggy,91.0,evening
2023-11-14,97.96,medium,46.89,low,sunny,71.0,afternoon
2024-04-07,46.98,small,21.59,low,sunny,11.0,morning
2024-03-13,81.93,medium,23.47,low,rainy,1.0,morning
2023-10-05,51.27,medium,24.28,high,snowy,73.0,evening
2023-11-30,50.09,medium,36.69,low,sunny,23.0,morning
2024-01-08,93.11,large,13.4,low,sunny,96.0,afternoon
2024-07-08,89.11,large,12.4,medium,rainy,53.0,afternoon
2024-03-24,78.79,small,31.66,low,snowy,14.0,morning
2024-02-26,30.33,medium,28.1,medium,sunny,7.0,morning
2024-01-24,54.96,medium,4.02,medium,foggy,23.0,afternoon
2023-12-24,23.17,medium,45.17,low,snowy,65.0,afternoon
2023-10-04,44.95,small,14.89,medium,rainy,88.0,evening
2024-09-17,48.94,small,37.67,high,snowy,61.0,evening
2024-06-26,83.33,medium,29.13,low,sunny,56.0,afternoon
2024-09-05,89.71,medium,28.83,medium,sunny,13.0,afternoon
2024-05-29,42.05,medium,43.01,low,rainy,97.0,afternoon
2024-06-06,2.75,small,44.08,medium,sunny,13.0,morning
2024-04-30,86.32,medium,28.23,high,snowy,14.0,afternoon
2024-08-05,18.25,medium,21.71,low,rainy,93.0,afternoon
2024-09-19,62.57,large,31.19,medium,rainy,8.0,morning
2023-11-03,3.47,medium,6.42,high,rainy,46.0,afternoon
2023-10-18,40.55,large,21.29,high,rainy,80.0,evening
2024-05-23,98.61,medium,33.27,low,foggy,7.0,morning
2024-06-07,10.97,large,38.27,low,sunny,43.0,morning
2024-06-27,42.95,large,36.2,low,snowy,83.0,evening
2023-11-13,31.41,small,9.14,high,sunny,31.0,afternoon
2023-10-25,90.6,medium,30.77,high,rainy,49.0,afternoon
2024-09-05,87.06,medium,4.97,medium,snowy,14.0,afternoon
2024-05-15,24.53,medium,30.0,high,sunny,76.0,afternoon
2024-05-22,9.04,large,37.42,low,sunny,29.0,morning
2023-10-16,63.09,small,31.75,low,rainy,67.0,afternoon
2024-03-15,34.3,large,31.43,low,sunny,27.0,morning
2024-07-09,67.54,large,32.83,medium,sunny,98.0,afternoon
2023-12-19,4.18,large,21.19,low,foggy,90.0,afternoon
2024-01-04,14.21,medium,19.56,low,sunny,73.0,afternoon
2024-04-01,68.95,large,22.53,medium,sunny,46.0,afternoon
2023-12-13,22.02,large,10.96,medium,rainy,5.0,morning
2023-11-11,85.9,small,22.96,high,sunny,63.0,afternoon
2024-02-28,6.8,medium,45.28,high,rainy,13.0,morning
2024-04-07,22.33,small,14.89,low,sunny,21.0,morning
2023-11-06,99.86,medium,21.84,medium,rainy,33.0,afternoon
